axis,value,task,seed,acc,eps,support_size,support
solver,group_lasso,country-capital,2,0.96,0.8099,4,country-currency|landmark-country|park-country|product-company
solver,group_lasso,country-currency,0,0.08,0.7745,4,country-capital|park-country|person-instrument|product-company
solver,group_lasso,country-currency,1,0.12,0.8277,5,country-capital|park-country|person-instrument|choose-last-of-list|animal-from-list
solver,group_lasso,country-currency,2,0.08,0.769,5,country-capital|park-country|person-instrument|product-company|alphabetically-first
solver,group_lasso,landmark-country,0,0.6,0.6706,4,park-country|person-occupation|person-sport|product-company
solver,group_lasso,landmark-country,1,0.72,0.7018,5,country-capital|country-currency|park-country|person-occupation|product-company
solver,group_lasso,landmark-country,2,0.68,0.6345,4,park-country|person-occupation|product-company|verb-from-list
solver,group_lasso,park-country,0,0.68,0.7085,5,country-capital|landmark-country|person-occupation|person-instrument|product-company
solver,group_lasso,park-country,1,0.8,0.6337,4,landmark-country|person-occupation|person-sport|product-company
solver,group_lasso,park-country,2,0.8,0.7029,3,landmark-country|person-occupation|product-company
solver,group_lasso,person-occupation,0,0.0,0.7353,4,person-sport|person-instrument|product-company|synonym
solver,group_lasso,person-occupation,1,0.0,0.7442,4,person-sport|person-instrument|product-company|alphabetically-first
solver,group_lasso,person-occupation,2,0.0,0.6796,5,person-sport|person-instrument|product-company|synonym|alphabetically-first
solver,group_lasso,person-sport,0,0.0,0.6859,4,park-country|person-occupation|person-instrument|product-company
solver,group_lasso,person-sport,1,0.0,0.6581,4,park-country|person-occupation|person-instrument|product-company
solver,group_lasso,person-sport,2,0.0,0.7112,5,country-currency|park-country|person-occupation|person-instrument|product-company
solver,group_lasso,person-instrument,0,0.0,0.8238,5,park-country|person-occupation|person-sport|product-company|alphabetically-last
solver,group_lasso,person-instrument,1,0.0,0.7986,4,person-occupation|person-sport|product-company|word-length
solver,group_lasso,person-instrument,2,0.0,0.8695,3,person-occupation|person-sport|product-company
solver,group_lasso,product-company,0,0.36,0.8211,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
solver,group_lasso,product-company,1,0.36,0.8428,5,landmark-country|park-country|person-occupation|person-sport|person-instrument
solver,group_lasso,product-company,2,0.24,0.828,5,country-currency|landmark-country|park-country|person-occupation|person-instrument
solver,group_lasso,antonym,0,0.64,0.8232,4,synonym|english-french|next-item|prev-item
solver,group_lasso,antonym,1,0.56,0.856,3,synonym|next-item|prev-item
solver,group_lasso,antonym,2,0.48,0.8233,5,synonym|capitalize|english-french|next-item|prev-item
solver,group_lasso,synonym,0,0.56,0.8691,4,antonym|english-french|english-german|alphabetically-first
solver,group_lasso,synonym,1,0.64,0.8205,3,antonym|english-french|english-german
solver,group_lasso,synonym,2,0.6,0.8349,5,antonym|english-french|english-german|alphabetically-first|verb-from-list
solver,group_lasso,present-past,0,0.88,0.7811,4,singular-plural|capitalize|english-french|english-german
solver,group_lasso,present-past,1,0.88,0.7338,4,singular-plural|capitalize|english-french|english-german
solver,group_lasso,present-past,2,0.92,0.7079,5,singular-plural|capitalize|english-french|english-german|english-spanish
solver,group_lasso,singular-plural,0,0.96,0.6987,3,present-past|capitalize|english-french
solver,group_lasso,singular-plural,1,0.96,0.7011,5,present-past|capitalize|english-french|english-german|english-spanish
solver,group_lasso,singular-plural,2,0.96,0.694,3,present-past|capitalize|english-french
solver,group_lasso,capitalize,0,0.96,0.8525,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
solver,group_lasso,capitalize,1,1.0,0.8905,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
solver,group_lasso,capitalize,2,1.0,0.8424,4,present-past|singular-plural|capitalize-first-letter|lowercase-first-letter
solver,group_lasso,capitalize-first-letter,0,0.16,0.5373,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
solver,group_lasso,capitalize-first-letter,1,0.24,0.5228,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
solver,group_lasso,capitalize-first-letter,2,0.04,0.5568,4,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length
solver,group_lasso,capitalize-last-letter,0,0.0,0.74,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length
solver,group_lasso,capitalize-last-letter,1,0.0,0.8997,3,capitalize-first-letter|lowercase-first-letter|next-capital-letter
solver,group_lasso,capitalize-last-letter,2,0.0,0.7561,4,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter
solver,group_lasso,lowercase-first-letter,0,0.52,0.5715,2,capitalize-first-letter|capitalize-last-letter
solver,group_lasso,lowercase-first-letter,1,0.48,0.5773,3,capitalize-first-letter|capitalize-last-letter|prev-item
solver,group_lasso,lowercase-first-letter,2,0.6,0.5785,5,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter|word-length
solver,group_lasso,english-french,0,0.56,0.6764,3,synonym|english-german|english-spanish
solver,group_lasso,english-french,1,0.08,0.6328,5,english-german|english-spanish|alphabetically-first|choose-first-of-list|animal-from-list
solver,group_lasso,english-french,2,0.56,0.7607,4,present-past|english-german|english-spanish|choose-middle-of-list
solver,group_lasso,english-german,0,0.28,0.6108,3,english-french|english-spanish|choose-first-of-list
solver,group_lasso,english-german,1,0.44,0.6685,4,synonym|capitalize|english-french|english-spanish
solver,group_lasso,english-german,2,0.08,0.6226,5,synonym|english-french|english-spanish|alphabetically-first|choose-first-of-list
solver,group_lasso,english-spanish,0,0.44,0.5898,4,english-french|english-german|alphabetically-first|animal-from-list
solver,group_lasso,english-spanish,1,0.56,0.5558,5,country-currency|synonym|english-french|english-german|choose-middle-of-list
solver,group_lasso,english-spanish,2,0.76,0.6274,2,english-french|english-german
solver,group_lasso,next-item,0,0.48,0.6677,4,antonym|capitalize-last-letter|english-spanish|prev-item
solver,group_lasso,next-item,1,0.56,0.6874,2,present-past|prev-item
solver,group_lasso,next-item,2,0.56,0.6468,4,antonym|capitalize-last-letter|prev-item|color-from-list
solver,group_lasso,prev-item,0,0.4,0.6934,3,antonym|lowercase-first-letter|next-item
solver,group_lasso,prev-item,1,0.64,0.7386,4,lowercase-first-letter|next-item|next-capital-letter|word-length
solver,group_lasso,prev-item,2,0.32,0.689,5,antonym|capitalize|lowercase-first-letter|next-item|alphabetically-last
solver,group_lasso,next-capital-letter,0,0.0,0.7823,5,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|word-length
solver,group_lasso,next-capital-letter,1,0.0,0.5036,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
solver,group_lasso,next-capital-letter,2,0.0,0.804,5,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-item|word-length
solver,group_lasso,word-length,0,0.0,0.954,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter
solver,group_lasso,word-length,1,0.0,0.939,5,person-instrument|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter
solver,group_lasso,word-length,2,0.0,0.8873,4,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter
solver,group_lasso,alphabetically-first,0,0.2,0.5188,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,alphabetically-first,1,0.36,0.5848,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|verb-from-list
solver,group_lasso,alphabetically-first,2,0.2,0.528,4,alphabetically-last|choose-last-of-list|choose-middle-of-list|animal-from-list
solver,group_lasso,alphabetically-last,0,0.24,0.506,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,alphabetically-last,1,0.28,0.5751,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,alphabetically-last,2,0.32,0.5703,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,choose-first-of-list,0,0.48,0.6565,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
solver,group_lasso,choose-first-of-list,1,0.56,0.7029,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|fruit-from-list
solver,group_lasso,choose-first-of-list,2,0.56,0.6633,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,choose-last-of-list,0,0.4,0.6485,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-middle-of-list|verb-from-list
solver,group_lasso,choose-last-of-list,1,0.28,0.5367,5,alphabetically-first|alphabetically-last|choose-middle-of-list|animal-from-list|verb-from-list
solver,group_lasso,choose-last-of-list,2,0.4,0.616,4,alphabetically-first|alphabetically-last|choose-middle-of-list|verb-from-list
solver,group_lasso,choose-middle-of-list,0,0.16,0.5787,5,alphabetically-first|alphabetically-last|choose-last-of-list|animal-from-list|verb-from-list
solver,group_lasso,choose-middle-of-list,1,0.2,0.5732,5,alphabetically-first|alphabetically-last|choose-last-of-list|fruit-from-list|verb-from-list
solver,group_lasso,choose-middle-of-list,2,0.12,0.5664,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|verb-from-list
solver,group_lasso,animal-from-list,0,0.52,0.6299,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|color-from-list|fruit-from-list
solver,group_lasso,animal-from-list,1,0.48,0.6152,5,alphabetically-last|choose-last-of-list|choose-middle-of-list|color-from-list|fruit-from-list
solver,group_lasso,animal-from-list,2,0.24,0.6765,4,alphabetically-first|alphabetically-last|choose-middle-of-list|color-from-list
solver,group_lasso,color-from-list,0,0.64,0.7799,5,alphabetically-first|alphabetically-last|choose-last-of-list|choose-middle-of-list|fruit-from-list
solver,group_lasso,color-from-list,1,0.52,0.6881,3,choose-middle-of-list|animal-from-list|fruit-from-list
solver,group_lasso,color-from-list,2,0.72,0.6649,5,alphabetically-first|choose-first-of-list|choose-middle-of-list|animal-from-list|fruit-from-list
solver,group_lasso,fruit-from-list,0,0.6,0.5665,5,alphabetically-first|choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
solver,group_lasso,fruit-from-list,1,0.6,0.5798,4,alphabetically-last|choose-last-of-list|animal-from-list|color-from-list
solver,group_lasso,fruit-from-list,2,0.48,0.5585,4,choose-last-of-list|choose-middle-of-list|animal-from-list|color-from-list
solver,group_lasso,verb-from-list,0,0.44,0.6041,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
solver,group_lasso,verb-from-list,1,0.36,0.6319,4,alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
solver,group_lasso,verb-from-list,2,0.36,0.6128,5,alphabetically-first|alphabetically-last|choose-first-of-list|choose-last-of-list|choose-middle-of-list
solver,ls,country-capital,0,0.96,0.6362,31,country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,country-capital,1,0.96,0.6276,31,country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,country-capital,2,0.96,0.63,31,country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,country-currency,0,0.0,0.5733,31,country-capital|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,country-currency,1,0.04,0.6172,31,country-capital|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,country-currency,2,0.04,0.6,31,country-capital|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,landmark-country,0,0.08,0.5376,31,country-capital|country-currency|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,landmark-country,1,0.64,0.5514,31,country-capital|country-currency|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,landmark-country,2,0.52,0.5104,31,country-capital|country-currency|park-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,park-country,0,0.08,0.5379,31,country-capital|country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,park-country,1,0.68,0.4691,31,country-capital|country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,park-country,2,0.4,0.4818,31,country-capital|country-currency|landmark-country|person-occupation|person-sport|person-instrument|product-company|antonym
solver,ls,person-occupation,0,0.0,0.5718,31,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|antonym
solver,ls,person-occupation,1,0.0,0.5842,31,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|antonym
solver,ls,person-occupation,2,0.0,0.5352,31,country-capital|country-currency|landmark-country|park-country|person-sport|person-instrument|product-company|antonym
solver,ls,person-sport,0,0.0,0.5552,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-instrument|product-company|antonym
solver,ls,person-sport,1,0.0,0.5258,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-instrument|product-company|antonym
solver,ls,person-sport,2,0.0,0.5762,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-instrument|product-company|antonym
solver,ls,person-instrument,0,0.0,0.6671,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,ls,person-instrument,1,0.0,0.6524,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,ls,person-instrument,2,0.0,0.682,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|product-company|antonym
solver,ls,product-company,0,0.08,0.5988,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|antonym
solver,ls,product-company,1,0.04,0.62,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|antonym
solver,ls,product-company,2,0.04,0.6139,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|antonym
solver,ls,antonym,0,0.56,0.6156,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,antonym,1,0.44,0.6549,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,antonym,2,0.48,0.6489,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,synonym,0,0.68,0.5896,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,synonym,1,0.64,0.5585,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,synonym,2,0.64,0.6055,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,present-past,0,0.8,0.5937,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,present-past,1,0.8,0.5678,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,present-past,2,0.8,0.5548,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,singular-plural,0,0.84,0.5399,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,singular-plural,1,0.96,0.5466,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,singular-plural,2,0.76,0.5389,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize,0,0.96,0.5975,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize,1,0.96,0.6049,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize,2,0.96,0.5818,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-first-letter,0,0.12,0.4418,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-first-letter,1,0.12,0.423,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-first-letter,2,0.08,0.4498,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-last-letter,0,0.04,0.5892,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-last-letter,1,0.0,0.707,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,capitalize-last-letter,2,0.0,0.5923,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,lowercase-first-letter,0,0.36,0.4495,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,lowercase-first-letter,1,0.2,0.4485,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,lowercase-first-letter,2,0.44,0.4541,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-french,0,0.2,0.4874,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-french,1,0.04,0.4839,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-french,2,0.32,0.5407,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-german,0,0.08,0.4828,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-german,1,0.16,0.5274,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-german,2,0.04,0.4884,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-spanish,0,0.24,0.4711,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-spanish,1,0.48,0.4485,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,english-spanish,2,0.52,0.4712,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-item,0,0.48,0.5218,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-item,1,0.52,0.5291,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-item,2,0.6,0.5253,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,prev-item,0,0.56,0.5184,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,prev-item,1,0.6,0.5673,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,prev-item,2,0.56,0.5457,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-capital-letter,0,0.0,0.6214,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-capital-letter,1,0.0,0.4024,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,next-capital-letter,2,0.0,0.6572,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,word-length,0,0.0,0.774,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,word-length,1,0.0,0.7594,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,word-length,2,0.0,0.7208,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-first,0,0.2,0.3782,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-first,1,0.32,0.4106,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-first,2,0.2,0.3673,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-last,0,0.2,0.3795,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-last,1,0.12,0.4127,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,alphabetically-last,2,0.24,0.416,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-first-of-list,0,0.52,0.4376,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-first-of-list,1,0.6,0.4412,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-first-of-list,2,0.6,0.4469,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-last-of-list,0,0.4,0.4472,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-last-of-list,1,0.4,0.3763,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-last-of-list,2,0.52,0.4292,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-middle-of-list,0,0.24,0.4121,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-middle-of-list,1,0.2,0.4061,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,choose-middle-of-list,2,0.12,0.4105,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,animal-from-list,0,0.6,0.4417,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,animal-from-list,1,0.56,0.4335,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,animal-from-list,2,0.32,0.4195,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,color-from-list,0,0.6,0.4844,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,color-from-list,1,0.4,0.4379,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,color-from-list,2,0.6,0.4515,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,fruit-from-list,0,0.68,0.4163,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,fruit-from-list,1,0.56,0.4182,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,fruit-from-list,2,0.4,0.4107,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,verb-from-list,0,0.36,0.4177,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,verb-from-list,1,0.4,0.4474,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,ls,verb-from-list,2,0.36,0.4499,31,country-capital|country-currency|landmark-country|park-country|person-occupation|person-sport|person-instrument|product-company
solver,omp,country-capital,0,0.96,0.7709,3,country-currency|product-company|synonym
solver,omp,country-capital,1,0.96,0.7431,3,country-currency|product-company|synonym
solver,omp,country-capital,2,0.96,0.7592,3,country-currency|product-company|synonym
solver,omp,country-currency,0,0.04,0.6906,3,country-capital|product-company|person-instrument
solver,omp,country-currency,1,0.08,0.7593,3,country-capital|person-instrument|animal-from-list
solver,omp,country-currency,2,0.08,0.7181,3,country-capital|person-instrument|park-country
solver,omp,landmark-country,0,0.56,0.6455,3,park-country|product-company|person-occupation
solver,omp,landmark-country,1,0.68,0.6689,3,park-country|product-company|country-capital
solver,omp,landmark-country,2,0.68,0.6123,3,park-country|person-occupation|product-company
solver,omp,park-country,0,0.68,0.6512,3,landmark-country|product-company|country-capital
solver,omp,park-country,1,0.8,0.5735,3,landmark-country|product-company|country-capital
solver,omp,park-country,2,0.76,0.5977,3,landmark-country|product-company|country-capital
solver,omp,person-occupation,0,0.0,0.6864,3,person-instrument|person-sport|synonym
solver,omp,person-occupation,1,0.0,0.703,3,person-instrument|person-sport|alphabetically-first
solver,omp,person-occupation,2,0.0,0.6505,3,person-instrument|product-company|person-sport
solver,omp,person-sport,0,0.0,0.6701,3,person-instrument|product-company|person-occupation
solver,omp,person-sport,1,0.0,0.6299,3,person-instrument|person-occupation|product-company
solver,omp,person-sport,2,0.0,0.6839,3,person-instrument|person-occupation|product-company
solver,omp,person-instrument,0,0.0,0.7898,3,person-sport|person-occupation|alphabetically-last
solver,omp,person-instrument,1,0.0,0.7691,3,person-sport|person-occupation|product-company
solver,omp,person-instrument,2,0.0,0.8132,3,person-sport|person-occupation|product-company
solver,omp,product-company,0,0.36,0.749,3,landmark-country|person-sport|country-currency
solver,omp,product-company,1,0.16,0.7692,3,landmark-country|person-instrument|english-french
solver,omp,product-company,2,0.12,0.7726,3,person-occupation|landmark-country|english-french
solver,omp,antonym,0,0.64,0.7538,3,synonym|prev-item|capitalize
solver,omp,antonym,1,0.56,0.7982,3,synonym|next-item|capitalize
solver,omp,antonym,2,0.48,0.7884,3,synonym|next-item|capitalize
solver,omp,synonym,0,0.68,0.7616,3,english-french|antonym|alphabetically-first
solver,omp,synonym,1,0.6,0.7113,3,antonym|english-french|person-occupation
solver,omp,synonym,2,0.6,0.7701,3,english-french|antonym|product-company
solver,omp,present-past,0,0.88,0.7365,3,singular-plural|english-french|capitalize
solver,omp,present-past,1,0.92,0.7018,3,singular-plural|english-french|capitalize-last-letter
solver,omp,present-past,2,0.92,0.6732,3,singular-plural|english-french|capitalize
solver,omp,singular-plural,0,0.96,0.6537,3,present-past|capitalize|english-french
solver,omp,singular-plural,1,0.96,0.6599,3,present-past|capitalize|english-french
solver,omp,singular-plural,2,0.96,0.6487,3,present-past|capitalize|english-french
solver,omp,capitalize,0,0.92,0.7758,3,singular-plural|lowercase-first-letter|english-spanish
solver,omp,capitalize,1,1.0,0.7979,3,singular-plural|lowercase-first-letter|choose-first-of-list
solver,omp,capitalize,2,1.0,0.7712,3,singular-plural|lowercase-first-letter|choose-first-of-list
solver,omp,capitalize-first-letter,0,0.12,0.5234,3,lowercase-first-letter|capitalize-last-letter|next-capital-letter
solver,omp,capitalize-first-letter,1,0.12,0.5036,3,lowercase-first-letter|capitalize-last-letter|next-capital-letter
solver,omp,capitalize-first-letter,2,0.12,0.5462,3,lowercase-first-letter|capitalize-last-letter|word-length
solver,omp,capitalize-last-letter,0,0.0,0.711,3,capitalize-first-letter|word-length|lowercase-first-letter
solver,omp,capitalize-last-letter,1,0.0,0.8585,3,next-capital-letter|lowercase-first-letter|next-item
solver,omp,capitalize-last-letter,2,0.0,0.7306,3,next-capital-letter|capitalize-first-letter|prev-item
solver,omp,lowercase-first-letter,0,0.44,0.5389,3,capitalize-first-letter|capitalize-last-letter|capitalize
solver,omp,lowercase-first-letter,1,0.4,0.5431,3,capitalize-first-letter|capitalize-last-letter|next-item
solver,omp,lowercase-first-letter,2,0.6,0.5524,3,capitalize-first-letter|word-length|capitalize-last-letter
solver,omp,english-french,0,0.32,0.6047,3,english-spanish|present-past|english-german
solver,omp,english-french,1,0.08,0.5878,3,english-spanish|alphabetically-first|present-past
solver,omp,english-french,2,0.44,0.6861,3,english-spanish|present-past|capitalize
solver,omp,english-german,0,0.24,0.5767,3,english-spanish|choose-first-of-list|english-french
solver,omp,english-german,1,0.36,0.6458,3,english-french|capitalize|synonym
solver,omp,english-german,2,0.08,0.592,3,english-french|english-spanish|choose-first-of-list
solver,omp,english-spanish,0,0.6,0.5677,3,english-french|country-currency|alphabetically-first
